n,a_n
556,4506547974160565673245838630128433502553780802595451318604453757523717177955629618353858156539564883525225128214261804367460241192115200685401651500449199249157570668612232461318176162286937874666258430012678120410929116439235134589908309497391176790214522457704597917374448408983736697981130218317557647361920268306604997899013608023865300690406297726083273265962916452224078564195300
557,22321044207562539286669031766873505028216956010685609034680439172645645142826865129968905069079250862997173450258847382680201715159777640986515713858592485900670813872929397705284363967983515490909707092493622681956476921678187254552613271720778200520711815465269431452198441481706174077320817212451637856139374268070774210572085043518404544845391278406129094232031359313696776866886000
558,110556865148096455876964408590883989276320724322970619037968453193887405314999425716221730055385825612722617235605231119816475599739111409376657851285519509913390080561072256436206228695486811923950888199603380012085846866070420368042359188946428149734424243220990403599567300386780976888371989515522759318008461486335031379888195469241401490405256863898677799022850296294439161033222200
559,547592663048037579625959945903101441611828689810169654451242499626664634469918373213218693973053500100057763028878246589021629485035377156763420080127706517535918403710932624420586127593305766338198516061132882122999927594358870149475553860680531901316054289422332644900394588229536029855365046703961866719318061010489594578922528021155393163071485553978915883998011170105082948297598000
560,2712253133674539127082984224263118703530655396019576796492430303993069130167625854398469432534526787716403449616159974965769462576851466417470902457081210365851355443148914234289785141552809039204169398930849020320831179727374474254563683606086294798511595001692768385989201393903786264079727460552750882652143311847159466851208289317589677014122577317545069724945716425351702168865018500
561,13433943284279877321895294645595251783350668112443868519393982669809361391242985130796397290717830251540706573454961314681194329635128290090764288140931543447961117144313948311409535767786795963215050594362955923934002542188327961463475086070760145828481102046652153809300994979285720370719329055005325596680593003103041595494454846761357579673090125820456463296843934170929574380352727600
562,66539187052745396823403567966581894607953186607346516057897397344802253776302534242348993238187843569257938490118019128808053709082685249329819378278829064783200583335244366353831075212922886012387760536307655687105436483158128888457609965690810902306725382833173732543403676444413785025448057297913358219955570725004683855572585289772034881758169080200059209560892948324858592846882094000
563,329573403872406978124162639774217509679262332786330875745656851863043067848659872865846056680750043077783640927447864642389134584541494902527168592510463770938223720286209617050132687450656899656577561746948642462249037376346929980796310431270447962439873836102456942717030933263610372719971729104372160159891258849487702080236004494150409665684459252714684738882127046984176271070947603440
564,1632403468107049146946707128350691943057787459119849997010149108093561699865641484055569806332706827142260182237179210895364627200718168617541130154943557420858611737122042202915822126966794146087280354295041250256358557193158406052177929151915189765651575443765681540629788810750662669504272197975728133150200379545009780504701648539450098690036069161899305647129609232259857850119186136400
565,8085437829079301662231758642827769851710224135071653360745035305370954713686290938307309396837976873890785704552917958209783631143605392202151420101038176970194175151890836485365611652801079093818890398242006936539809873343039698961733640569369149770567956986805197336876928093403054919365912679260282461805712794828003046626763170074183928603346027609900796737406024265963237399718654030560
